Test Case	Variable	ToolID	Tool Name	Version	Unit	Editor	Fehlercode	Average [-]	CVRMSE [%]	Daily Amplitude CVRMSE [%]	MBE	MSE [%]	Max Difference [-]	Maximum [-]	Minimum [-]	NMBE [%]	NRMSE [%]	R squared [-]	RMSE [%]	RMSEIQR [%]	RMSLE [%]	std dev [-]	Reference	SimQ-Score [%]	SimQ-Rating
02-SolareLasten Perez	Sun azimuth angle	NANDRAD2	NANDRAD	1.8	Deg	Dirk Weiß, IBK TU Dresden	0	180.02	36.23	72.56	23.97	3196.11	135.0	359.99	0.02	15.36	21.91	23.65	56.53	49.26	0.47191	100.16	True	77.35	Failed
02-SolareLasten Perez	Sun elevation angle	NANDRAD2	NANDRAD	1.8	Deg	Dirk Weiß, IBK TU Dresden	0	-4.27	376.57	45.94	-7.33	132.77	30.5	56.88	-61.0	-239.68	13.18	70.41	11.52	35.09	-99	28.86	True	86.35	Good
02-SolareLasten Perez	Direktstrahlung - 0	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	136.93	7.01	8.52	-2.38	95.31	51.87	517.87	0.0	-1.71	1.84	99.6	9.76	3.87	0.18762	149.81	True	95.0	Perfect
02-SolareLasten Perez	Direktstrahlung N 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	116.2	20.74	5.48	-0.63	587.3	135.63	464.04	0.0	-0.54	4.94	96.93	24.23	23.8	0.23157	130.9	True	91.7	Perfect
02-SolareLasten Perez	Direktstrahlung N 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	66.69	13.93	8.72	-2.66	93.31	67.97	297.6	0.0	-3.83	3.04	98.32	9.66	9.73	0.22219	71.46	True	84.35	Good
02-SolareLasten Perez	Direktstrahlung N-E 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	84.7	22.19	23.06	-1.44	365.48	99.33	392.63	0.0	-1.67	4.09	96.75	19.12	12.64	0.20719	97.4	True	86.05	Good
02-SolareLasten Perez	Direktstrahlung N-E 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	80.08	13.2	15.58	-2.26	118.14	72.6	329.63	0.0	-2.75	2.78	98.8	10.87	9.56	0.22847	94.69	True	94.03	Perfect
02-SolareLasten Perez	Direktstrahlung E 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	144.66	12.83	14.26	-0.43	346.36	110.98	511.52	0.0	-0.3	3.27	98.75	18.61	8.35	0.23037	159.7	True	94.46	Perfect
02-SolareLasten Perez	Direktstrahlung E 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	145.36	9.29	13.26	-2.28	188.15	78.43	536.65	0.0	-1.54	2.48	99.35	13.72	5.21	0.21355	165.34	True	94.4	Perfect
02-SolareLasten Perez	Direktstrahlung S-E 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	188.88	7.84	12.28	0.42	218.22	97.01	654.55	0.0	0.22	2.21	99.53	14.77	4.12	0.21573	211.98	True	94.28	Perfect
02-SolareLasten Perez	Direktstrahlung S-E 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	191.01	7.3	11.59	-1.77	197.86	93.43	672.53	0.0	-0.92	2.07	99.61	14.07	4.02	0.20687	221.35	True	94.59	Perfect
02-SolareLasten Perez	Direktstrahlung S 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	202.2	6.95	9.68	1.16	195.35	119.01	720.92	0.0	0.58	1.89	99.67	13.98	3.55	0.20454	239.51	True	94.81	Perfect
02-SolareLasten Perez	Direktstrahlung S 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	214.45	6.52	8.98	-1.61	198.43	102.41	789.61	0.0	-0.75	1.75	99.68	14.09	3.79	0.199	243.5	True	94.87	Perfect
02-SolareLasten Perez	Direktstrahlung S-W 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	249.8	7.98	4.76	0.38	396.22	140.47	685.11	0.0	0.15	2.81	99.27	19.91	4.81	0.22052	227.95	True	94.23	Perfect
02-SolareLasten Perez	Direktstrahlung S-W 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	225.45	6.94	5.42	-1.91	249.04	113.15	737.13	0.0	-0.84	2.12	99.55	15.78	3.91	0.20486	230.15	True	94.86	Perfect
02-SolareLasten Perez	Direktstrahlung W 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	263.09	12.02	9.44	-0.69	1005.29	212.74	932.13	0.0	-0.26	3.21	98.48	31.71	6.88	0.21392	246.59	True	95.9	Perfect
02-SolareLasten Perez	Direktstrahlung W 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	204.31	8.69	5.65	-2.58	322.88	106.52	566.37	0.0	-1.25	3.13	99.21	17.97	4.85	0.20383	196.4	True	93.72	Perfect
02-SolareLasten Perez	Direktstrahlung N-W 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	239.61	15.29	9.79	-2.0	1365.66	246.34	987.24	0.0	-0.83	3.54	97.91	36.95	9.82	0.22105	242.81	True	94.58	Perfect
02-SolareLasten Perez	Direktstrahlung N-W 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	130.51	11.63	8.87	-2.59	239.61	123.32	559.21	0.0	-1.95	2.6	98.94	15.48	6.02	0.19622	145.69	True	82.74	Good
02-SolareLasten Perez	Diffusstrahlung - 0	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	112.87	4.25	6.26	-0.25	23.11	20.85	411.0	0.0	-0.23	1.12	99.71	4.81	5.53	0.08989	88.19	True	98.49	Perfect
02-SolareLasten Perez	Diffusstrahlung N 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	70.75	3.08	3.09	-0.09	4.77	13.08	195.14	0.0	-0.13	1.1	99.76	2.18	3.14	0.07275	44.34	True	98.43	Perfect
02-SolareLasten Perez	Diffusstrahlung N 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	95.73	3.99	4.31	-0.32	14.65	17.72	353.21	0.0	-0.33	1.06	99.76	3.83	6.35	0.08354	76.92	True	98.59	Perfect
02-SolareLasten Perez	Diffusstrahlung N-E 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	76.86	4.38	6.05	-0.07	11.36	32.64	217.89	0.0	-0.1	1.45	99.54	3.37	4.81	0.07711	49.2	True	97.81	Perfect
02-SolareLasten Perez	Diffusstrahlung N-E 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	100.47	4.31	4.41	-0.26	18.87	18.62	350.22	0.0	-0.25	1.22	99.7	4.34	6.17	0.08453	78.66	True	98.37	Perfect
02-SolareLasten Perez	Diffusstrahlung E 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	87.69	5.72	8.3	0.23	25.01	54.54	263.29	0.0	0.26	1.77	99.25	5.0	5.43	0.08633	57.19	True	97.46	Perfect
02-SolareLasten Perez	Diffusstrahlung E 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	110.06	4.62	5.26	-0.08	25.88	28.89	361.75	0.0	-0.07	1.36	99.63	5.09	5.62	0.08703	82.29	True	98.11	Perfect
02-SolareLasten Perez	Diffusstrahlung S-E 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	95.38	5.67	8.16	0.49	28.99	46.96	232.6	0.0	0.52	2.22	99.28	5.38	4.78	0.08897	62.67	True	97.08	Perfect
02-SolareLasten Perez	Diffusstrahlung S-E 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	118.62	4.65	6.34	0.07	30.37	25.1	381.05	0.0	0.06	1.36	99.6	5.51	5.11	0.08788	85.37	True	98.06	Perfect
02-SolareLasten Perez	Diffusstrahlung S 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	99.31	5.44	9.3	0.58	28.83	38.04	238.74	0.0	0.58	2.04	99.34	5.37	4.54	0.08971	65.26	True	97.33	Perfect
02-SolareLasten Perez	Diffusstrahlung S 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	122.81	4.61	7.42	0.11	32.04	32.83	396.82	0.0	0.09	1.32	99.59	5.66	4.98	0.0875	86.67	True	98.14	Perfect
02-SolareLasten Perez	Diffusstrahlung S-W 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	98.61	6.12	6.48	0.28	36.2	43.59	262.92	0.0	0.28	2.21	99.18	6.02	5.64	0.11011	66.25	True	97.47	Perfect
02-SolareLasten Perez	Diffusstrahlung S-W 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	120.43	4.7	8.43	-0.02	32.11	34.43	399.81	0.0	-0.02	1.31	99.58	5.67	4.77	0.09207	86.06	True	98.22	Perfect
02-SolareLasten Perez	Diffusstrahlung W 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	89.88	6.08	6.17	0.06	29.84	38.73	259.2	0.0	0.07	2.03	99.17	5.46	5.92	0.11867	59.66	True	97.67	Perfect
02-SolareLasten Perez	Diffusstrahlung W 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	112.35	4.6	7.68	-0.19	26.75	28.15	388.28	0.0	-0.16	1.24	99.62	5.17	5.13	0.09498	82.92	True	98.33	Perfect
02-SolareLasten Perez	Diffusstrahlung N-W 90	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	76.73	4.28	3.33	-0.1	10.83	24.91	195.14	0.0	-0.13	1.64	99.54	3.29	4.02	0.1003	48.25	True	97.93	Perfect
02-SolareLasten Perez	Diffusstrahlung N-W 30	NANDRAD2	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	101.76	4.11	5.68	-0.32	17.64	17.77	368.98	0.0	-0.32	1.09	99.72	4.2	5.55	0.08898	78.7	True	98.51	Perfect
02-SolareLasten Perez	Sun azimuth angle	THERAKLES	THERAKLES	1.8	Deg	TU Dresden, IBK TU Dresden	0	180.02	36.23	72.56	23.97	3196.11	135.0	359.99	0.02	15.36	21.91	23.65	56.53	49.26	0.47191	100.16	False	77.35	Failed
02-SolareLasten Perez	Sun elevation angle	THERAKLES	THERAKLES	1.8	Deg	TU Dresden, IBK TU Dresden	0	-4.27	376.57	45.94	-7.33	132.77	30.5	56.88	-61.0	-239.68	13.18	70.41	11.52	35.09	-99	28.86	False	86.35	Good
02-SolareLasten Perez	Direktstrahlung - 0	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	136.93	7.01	8.52	-2.38	95.31	51.87	517.87	0.0	-1.71	1.84	99.6	9.76	3.87	0.18762	149.81	False	95.0	Perfect
02-SolareLasten Perez	Direktstrahlung N 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	116.2	20.74	5.48	-0.63	587.3	135.63	464.04	0.0	-0.54	4.94	96.93	24.23	23.8	0.23157	130.9	False	91.7	Perfect
02-SolareLasten Perez	Direktstrahlung N 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	66.69	13.93	8.72	-2.66	93.31	67.97	297.6	0.0	-3.83	3.04	98.32	9.66	9.73	0.22219	71.46	False	84.35	Good
02-SolareLasten Perez	Direktstrahlung N-E 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	84.7	22.19	23.06	-1.44	365.48	99.33	392.63	0.0	-1.67	4.09	96.75	19.12	12.64	0.20719	97.4	False	86.05	Good
02-SolareLasten Perez	Direktstrahlung N-E 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	80.08	13.2	15.58	-2.26	118.14	72.6	329.63	0.0	-2.75	2.78	98.8	10.87	9.56	0.22847	94.69	False	94.03	Perfect
02-SolareLasten Perez	Direktstrahlung E 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	144.66	12.83	14.26	-0.43	346.36	110.98	511.52	0.0	-0.3	3.27	98.75	18.61	8.35	0.23037	159.7	False	94.46	Perfect
02-SolareLasten Perez	Direktstrahlung E 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	145.36	9.29	13.26	-2.28	188.15	78.43	536.65	0.0	-1.54	2.48	99.35	13.72	5.21	0.21355	165.34	False	94.4	Perfect
02-SolareLasten Perez	Direktstrahlung S-E 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	188.88	7.84	12.28	0.42	218.22	97.01	654.55	0.0	0.22	2.21	99.53	14.77	4.12	0.21573	211.98	False	94.28	Perfect
02-SolareLasten Perez	Direktstrahlung S-E 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	191.01	7.3	11.59	-1.77	197.86	93.43	672.53	0.0	-0.92	2.07	99.61	14.07	4.02	0.20687	221.35	False	94.59	Perfect
02-SolareLasten Perez	Direktstrahlung S 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	202.2	6.95	9.68	1.16	195.35	119.01	720.92	0.0	0.58	1.89	99.67	13.98	3.55	0.20454	239.51	False	94.81	Perfect
02-SolareLasten Perez	Direktstrahlung S 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	214.45	6.52	8.98	-1.61	198.43	102.41	789.61	0.0	-0.75	1.75	99.68	14.09	3.79	0.199	243.5	False	94.87	Perfect
02-SolareLasten Perez	Direktstrahlung S-W 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	249.8	7.98	4.76	0.38	396.22	140.47	685.11	0.0	0.15	2.81	99.27	19.91	4.81	0.22052	227.95	False	94.23	Perfect
02-SolareLasten Perez	Direktstrahlung S-W 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	225.45	6.94	5.42	-1.91	249.04	113.15	737.13	0.0	-0.84	2.12	99.55	15.78	3.91	0.20486	230.15	False	94.86	Perfect
02-SolareLasten Perez	Direktstrahlung W 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	263.09	12.02	9.44	-0.69	1005.29	212.74	932.13	0.0	-0.26	3.21	98.48	31.71	6.88	0.21392	246.59	False	95.9	Perfect
02-SolareLasten Perez	Direktstrahlung W 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	204.31	8.69	5.65	-2.58	322.88	106.52	566.37	0.0	-1.25	3.13	99.21	17.97	4.85	0.20383	196.4	False	93.72	Perfect
02-SolareLasten Perez	Direktstrahlung N-W 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	239.61	15.29	9.79	-2.0	1365.66	246.34	987.24	0.0	-0.83	3.54	97.91	36.95	9.82	0.22105	242.81	False	94.58	Perfect
02-SolareLasten Perez	Direktstrahlung N-W 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	130.51	11.63	8.87	-2.59	239.61	123.32	559.21	0.0	-1.95	2.6	98.94	15.48	6.02	0.19622	145.69	False	82.74	Good
02-SolareLasten Perez	Diffusstrahlung - 0	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	112.87	4.25	6.26	-0.25	23.11	20.85	411.0	0.0	-0.23	1.12	99.71	4.81	5.53	0.08989	88.19	False	98.49	Perfect
02-SolareLasten Perez	Diffusstrahlung N 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	70.75	3.08	3.09	-0.09	4.77	13.08	195.14	0.0	-0.13	1.1	99.76	2.18	3.14	0.07275	44.34	False	98.43	Perfect
02-SolareLasten Perez	Diffusstrahlung N 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	95.73	3.99	4.31	-0.32	14.65	17.72	353.21	0.0	-0.33	1.06	99.76	3.83	6.35	0.08354	76.92	False	98.59	Perfect
02-SolareLasten Perez	Diffusstrahlung N-E 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	76.86	4.38	6.05	-0.07	11.36	32.64	217.89	0.0	-0.1	1.45	99.54	3.37	4.81	0.07711	49.2	False	97.81	Perfect
02-SolareLasten Perez	Diffusstrahlung N-E 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	100.47	4.31	4.41	-0.26	18.87	18.62	350.22	0.0	-0.25	1.22	99.7	4.34	6.17	0.08453	78.66	False	98.37	Perfect
02-SolareLasten Perez	Diffusstrahlung E 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	87.69	5.72	8.3	0.23	25.01	54.54	263.29	0.0	0.26	1.77	99.25	5.0	5.43	0.08633	57.19	False	97.46	Perfect
02-SolareLasten Perez	Diffusstrahlung E 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	110.06	4.62	5.26	-0.08	25.88	28.89	361.75	0.0	-0.07	1.36	99.63	5.09	5.62	0.08703	82.29	False	98.11	Perfect
02-SolareLasten Perez	Diffusstrahlung S-E 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	95.38	5.67	8.16	0.49	28.99	46.96	232.6	0.0	0.52	2.22	99.28	5.38	4.78	0.08897	62.67	False	97.08	Perfect
02-SolareLasten Perez	Diffusstrahlung S-E 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	118.62	4.65	6.34	0.07	30.37	25.1	381.05	0.0	0.06	1.36	99.6	5.51	5.11	0.08788	85.37	False	98.06	Perfect
02-SolareLasten Perez	Diffusstrahlung S 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	99.31	5.44	9.3	0.58	28.83	38.04	238.74	0.0	0.58	2.04	99.34	5.37	4.54	0.08971	65.26	False	97.33	Perfect
02-SolareLasten Perez	Diffusstrahlung S 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	122.81	4.61	7.42	0.11	32.04	32.83	396.82	0.0	0.09	1.32	99.59	5.66	4.98	0.0875	86.67	False	98.14	Perfect
02-SolareLasten Perez	Diffusstrahlung S-W 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	98.61	6.12	6.48	0.28	36.2	43.59	262.92	0.0	0.28	2.21	99.18	6.02	5.64	0.11011	66.25	False	97.47	Perfect
02-SolareLasten Perez	Diffusstrahlung S-W 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	120.43	4.7	8.43	-0.02	32.11	34.43	399.81	0.0	-0.02	1.31	99.58	5.67	4.77	0.09207	86.06	False	98.22	Perfect
02-SolareLasten Perez	Diffusstrahlung W 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	89.88	6.08	6.17	0.06	29.84	38.73	259.2	0.0	0.07	2.03	99.17	5.46	5.92	0.11867	59.66	False	97.67	Perfect
02-SolareLasten Perez	Diffusstrahlung W 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	112.35	4.6	7.68	-0.19	26.75	28.15	388.28	0.0	-0.16	1.24	99.62	5.17	5.13	0.09498	82.92	False	98.33	Perfect
02-SolareLasten Perez	Diffusstrahlung N-W 90	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	76.73	4.28	3.33	-0.1	10.83	24.91	195.14	0.0	-0.13	1.64	99.54	3.29	4.02	0.1003	48.25	False	97.93	Perfect
02-SolareLasten Perez	Diffusstrahlung N-W 30	THERAKLES	THERAKLES	1.8	W/m2	TU Dresden, IBK TU Dresden	0	101.76	4.11	5.68	-0.32	17.64	17.77	368.98	0.0	-0.32	1.09	99.72	4.2	5.55	0.08898	78.7	False	98.51	Perfect
02-SolareLasten Perez	Sun azimuth angle	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	132.08	36.23	20.22	-23.97	3196.11	135.0	302.96	57.08	-15.36	21.91	23.65	56.53	49.26	0.43021	59.85	True	77.35	Failed
02-SolareLasten Perez	Sun elevation angle	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	10.39	376.57	45.94	7.33	132.77	30.5	57.02	0.0	239.68	13.18	70.41	11.52	35.09	-99	14.92	True	86.35	Good
02-SolareLasten Perez	Direktstrahlung - 0	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	141.69	7.01	8.6	2.38	95.31	51.87	545.48	0.0	1.71	1.84	99.6	9.76	3.87	0.42595	158.33	True	95.0	Perfect
02-SolareLasten Perez	Direktstrahlung N 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	117.46	20.74	11.36	0.63	587.3	135.63	546.66	0.0	0.54	4.94	96.93	24.23	23.8	0.48425	149.44	True	91.7	Perfect
02-SolareLasten Perez	Direktstrahlung N 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	72.0	13.93	9.45	2.66	93.31	67.97	339.38	0.0	3.83	3.04	98.32	9.66	9.73	0.27317	78.42	True	84.35	Good
02-SolareLasten Perez	Direktstrahlung N-E 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	87.58	22.19	23.02	1.44	365.48	99.33	541.86	0.0	1.67	4.09	96.75	19.12	12.64	0.34568	117.27	True	86.05	Good
02-SolareLasten Perez	Direktstrahlung N-E 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	84.61	13.2	16.64	2.26	118.14	72.6	455.15	0.0	2.75	2.78	98.8	10.87	9.56	0.39434	105.02	True	94.03	Perfect
02-SolareLasten Perez	Direktstrahlung E 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	145.52	12.83	14.4	0.43	346.36	110.98	660.11	0.0	0.3	3.27	98.75	18.61	8.35	0.50616	174.64	True	94.46	Perfect
02-SolareLasten Perez	Direktstrahlung E 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	149.92	9.29	13.67	2.28	188.15	78.43	571.37	0.0	1.54	2.48	99.35	13.72	5.21	0.46942	176.59	True	94.4	Perfect
02-SolareLasten Perez	Direktstrahlung S-E 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	188.03	7.84	12.55	-0.42	218.22	97.01	679.99	0.0	-0.22	2.21	99.53	14.77	4.12	0.54461	219.61	True	94.28	Perfect
02-SolareLasten Perez	Direktstrahlung S-E 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	194.54	7.3	11.77	1.77	197.86	93.43	684.94	0.0	0.92	2.07	99.61	14.07	4.02	0.5028	232.07	True	94.59	Perfect
02-SolareLasten Perez	Direktstrahlung S 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	199.89	6.95	9.74	-1.16	195.35	119.01	759.33	0.0	-0.58	1.89	99.67	13.98	3.55	0.53885	245.23	True	94.81	Perfect
02-SolareLasten Perez	Direktstrahlung S 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	217.68	6.52	9.05	1.61	198.43	102.41	818.24	0.0	0.75	1.75	99.68	14.09	3.79	0.51094	253.45	True	94.87	Perfect
02-SolareLasten Perez	Direktstrahlung S-W 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	249.05	7.98	9.35	-0.38	396.22	140.47	776.61	0.0	-0.15	2.81	99.27	19.91	4.81	0.57081	238.69	True	94.23	Perfect
02-SolareLasten Perez	Direktstrahlung S-W 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	229.28	6.94	6.57	1.91	249.04	113.15	757.83	0.0	0.84	2.12	99.55	15.78	3.91	0.5237	241.22	True	94.86	Perfect
02-SolareLasten Perez	Direktstrahlung W 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	264.48	12.02	9.61	0.69	1005.29	212.74	1044.31	0.0	0.26	3.21	98.48	31.71	6.88	0.5294	270.77	True	95.9	Perfect
02-SolareLasten Perez	Direktstrahlung W 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	209.48	8.69	9.13	2.58	322.88	106.52	628.16	0.0	1.25	3.13	99.21	17.97	4.85	0.48194	209.34	True	93.72	Perfect
02-SolareLasten Perez	Direktstrahlung N-W 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	243.61	15.29	11.1	2.0	1365.66	246.34	1114.88	0.0	0.83	3.54	97.91	36.95	9.82	0.49355	272.43	True	94.58	Perfect
02-SolareLasten Perez	Direktstrahlung N-W 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	135.69	11.63	11.0	2.59	239.61	123.32	639.46	0.0	1.95	2.6	98.94	15.48	6.02	0.35495	156.96	True	82.74	Good
02-SolareLasten Perez	Diffusstrahlung - 0	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	113.38	4.25	7.61	0.25	23.11	20.85	451.4	0.0	0.23	1.12	99.71	4.81	5.53	0.13576	91.73	True	98.49	Perfect
02-SolareLasten Perez	Diffusstrahlung N 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	70.94	3.08	5.06	0.09	4.77	13.08	203.97	0.0	0.13	1.1	99.76	2.18	3.14	0.10827	45.14	True	98.43	Perfect
02-SolareLasten Perez	Diffusstrahlung N 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	96.37	3.99	6.27	0.32	14.65	17.72	372.43	0.0	0.33	1.06	99.76	3.83	6.35	0.12301	79.05	True	98.59	Perfect
02-SolareLasten Perez	Diffusstrahlung N-E 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	77.01	4.38	9.36	0.07	11.36	32.64	245.98	0.0	0.1	1.45	99.54	3.37	4.81	0.11193	50.23	True	97.81	Perfect
02-SolareLasten Perez	Diffusstrahlung N-E 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	100.98	4.31	6.59	0.26	18.87	18.62	369.76	0.0	0.25	1.22	99.7	4.34	6.17	0.12186	81.24	True	98.37	Perfect
02-SolareLasten Perez	Diffusstrahlung E 90	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	87.23	5.72	12.86	-0.23	25.01	54.54	301.82	0.0	-0.26	1.77	99.25	5.0	5.43	0.1304	59.03	True	97.46	Perfect
02-SolareLasten Perez	Diffusstrahlung E 30	TRNSYS	TRNSYS	18	W/m2	Julian Agudelo, Hochschule München	0	110.22	4.62	6.68	0.08	25.88	28.89	388.38	0.0	0.07	1.36	99.63	5.09	5.62	0.12751	85.53	True	98.11	Perfect
