Test Case	Variable	ToolID	Tool Name	Version	Unit	Editor	Fehlercode	Average [-]	CVRMSE [%]	Daily Amplitude CVRMSE [%]	MBE	MSE [%]	Max Difference [-]	Maximum [-]	Minimum [-]	NMBE [%]	NRMSE [%]	R squared [-]	RMSE [%]	RMSEIQR [%]	RMSLE [%]	std dev [-]	Reference	SimQ-Score [%]	SimQ-Rating
08-InterneLasten	Variante 8.3 Raumlufttemperatur	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	35.19	0.02	0.07	0.0	0.0	0.04	41.19	20.0	0.0	0.03	100.0	0.01	0.11	0.00016	4.33	True	99.94	Perfect
08-InterneLasten	Variante 8.3 Oberflächentemperatur	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	33.04	0.0	0.18	0.0	0.0	0.0	35.84	20.0	0.0	0.01	100.0	0.0	0.07	5e-05	3.42	True	99.95	Perfect
08-InterneLasten	Variante 8.4.Raumlufttemperatur	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	33.04	0.01	0.22	0.0	0.0	0.02	35.84	20.0	0.0	0.02	100.0	0.0	0.14	0.0001	3.42	True	99.91	Perfect
08-InterneLasten	Variante 8.4 Oberflächentemperatur	TRNSYS	TRNSYS	18	C	Julian Agudelo, Hochschule München	0	32.99	0.13	5.24	-0.03	0.0	0.08	35.7	20.0	-0.08	0.27	99.98	0.04	1.74	0.00128	3.41	True	98.72	Perfect
09-Verschattung	Variante 9.1 Sonnenlichtfaktor	Aixlib	AixLib	0.7.3	---	Amin Nouri, RWTH Aachen	0	0.16	88.9	28.72	-0.19	0.09	0.66	0.34	0.0	-54.15	64.69	-366.96	0.3	248.2	0.24334	0.14	False	0	Failed
09-Verschattung	Variante 9.2 Sonnenlichtfaktor	Aixlib	AixLib	0.7.3	---	Amin Nouri, RWTH Aachen	0	0.58	39.59	51.52	-0.22	0.1	0.62	1.0	0.0	-27.66	48.23	-84.32	0.32	92.26	0.24246	0.44	False	0	Failed
09-Verschattung	Variante 9.3 Sonnenlichtfaktor	Aixlib	AixLib	0.7.3	---	Amin Nouri, RWTH Aachen	0	0.15	4.08	1.52	0.0	0.0	0.01	0.34	0.0	3.01	1.8	99.82	0.01	2.05	0.00473	0.14	False	96.0	Perfect
09-Verschattung	Variante 9.4 Sonnenlichtfaktor	Aixlib	AixLib	0.7.3	---	Amin Nouri, RWTH Aachen	0	0.0	100.21	100.0	-0.96	0.92	1.0	0.0	0.0	-100.0	599.35	-24351.21	0.96	1162.38	0.67167	0.0	False	0.0	Failed
09-Verschattung	Variante 9.5 Sonnenlichtfaktor	Aixlib	AixLib	0.7.3	---	Amin Nouri, RWTH Aachen	0	0.44	1.17	0.53	0.0	0.0	0.01	0.96	0.0	0.93	0.54	99.98	0.01	0.67	0.00361	0.38	False	96.0	Perfect
09-Verschattung	Variante 9.6 Sonnenlichtfaktor	Aixlib	AixLib	0.7.3	---	Amin Nouri, RWTH Aachen	0	0.0	132.93	100.0	-0.51	0.46	1.0	0.0	0.0	-100.0	68.06	-130.37	0.68	69.27	0.47977	0.0	False	0.0	Failed
09-Verschattung	Variante 9.1 Sonnenlichtfaktor	ETU	ETU Simulation	4.1	---	Dr. Rainer Rolffs, ETU Hottgenroth	0	0.3	28.54	57.79	-0.04	0.01	0.27	0.39	0.19	-11.1	20.77	51.86	0.1	79.69	0.06524	0.07	False	0	Failed
09-Verschattung	Variante 9.2 Sonnenlichtfaktor	ETU	ETU Simulation	4.1	---	Dr. Rainer Rolffs, ETU Hottgenroth	0	0.76	9.76	32.12	-0.04	0.01	0.21	1.0	0.13	-5.54	11.89	88.79	0.08	22.75	0.06107	0.29	False	16.0	Failed
09-Verschattung	Variante 9.3 Sonnenlichtfaktor	ETU	ETU Simulation	4.1	---	Dr. Rainer Rolffs, ETU Hottgenroth	0	0.14	10.62	6.12	-0.0	0.0	0.04	0.31	0.0	-0.88	4.7	98.75	0.02	5.35	0.01412	0.13	False	84.0	Good
09-Verschattung	Variante 9.4 Sonnenlichtfaktor	ETU	ETU Simulation	4.1	---	Dr. Rainer Rolffs, ETU Hottgenroth	0	0.93	4.8	16.54	-0.03	0.0	0.1	1.0	0.81	-3.18	28.73	43.83	0.05	55.71	0.02407	0.08	False	60.0	Failed
09-Verschattung	Variante 9.5 Sonnenlichtfaktor	ETU	ETU Simulation	4.1	---	Dr. Rainer Rolffs, ETU Hottgenroth	0	0.43	7.88	2.9	-0.01	0.0	0.09	0.98	0.0	-1.87	3.65	99.15	0.03	4.52	0.02688	0.39	False	64.0	Failed
09-Verschattung	Variante 9.6 Sonnenlichtfaktor	ETU	ETU Simulation	4.1	---	Dr. Rainer Rolffs, ETU Hottgenroth	0	0.52	6.75	0.0	0.0	0.0	0.09	1.0	0.0	0.67	3.46	99.41	0.03	3.52	0.02854	0.44	False	64.0	Failed
09-Verschattung	Variante 9.1 Sonnenlichtfaktor	IDAICE	IDA ICE	4.8.0.1	---	Caroline Seifert, INNIUS DÖ	0	0.32	16.11	29.34	-0.02	0.0	0.16	0.52	0.19	-6.74	11.72	84.67	0.06	44.98	0.03617	0.11	False	36.0	Failed
09-Verschattung	Variante 9.2 Sonnenlichtfaktor	IDAICE	IDA ICE	4.8.0.1	---	Caroline Seifert, INNIUS DÖ	0	0.87	12.12	22.36	0.07	0.01	0.17	1.0	0.49	8.57	14.76	82.73	0.1	28.24	0.06093	0.17	False	32.0	Failed
09-Verschattung	Variante 9.3 Sonnenlichtfaktor	IDAICE	IDA ICE	4.8.0.1	---	Caroline Seifert, INNIUS DÖ	0	0.14	18.18	8.78	-0.0	0.0	0.05	0.3	0.0	-2.77	8.04	96.35	0.03	9.15	0.02358	0.12	False	80.0	Good
09-Verschattung	Variante 9.4 Sonnenlichtfaktor	IDAICE	IDA ICE	4.8.0.1	---	Caroline Seifert, INNIUS DÖ	0	0.9	8.42	18.21	-0.06	0.01	0.19	1.0	0.81	-6.17	50.34	-72.46	0.08	97.62	0.04201	0.07	False	24.0	Failed
09-Verschattung	Variante 9.5 Sonnenlichtfaktor	IDAICE	IDA ICE	4.8.0.1	---	Caroline Seifert, INNIUS DÖ	0	0.43	4.77	0.93	-0.01	0.0	0.06	0.94	0.0	-2.45	2.21	99.69	0.02	2.73	0.01545	0.37	False	76.0	Failed
09-Verschattung	Variante 9.6 Sonnenlichtfaktor	IDAICE	IDA ICE	4.8.0.1	---	Caroline Seifert, INNIUS DÖ	0	0.45	32.48	0.0	-0.06	0.03	0.51	1.0	0.0	-11.82	16.63	86.24	0.17	16.93	0.09697	0.4	False	0	Failed
09-Verschattung	Variante 9.1 Sonnenlichtfaktor	NANDRAD	NANDRAD	1.8	---	Dirk Weiß, IBK TU Dresden	0	0.34	0.7	0.64	0.0	0.0	0.01	0.66	0.19	0.26	0.51	99.97	0.0	1.95	0.00189	0.14	False	96.0	Perfect
09-Verschattung	Variante 9.2 Sonnenlichtfaktor	NANDRAD	NANDRAD	1.8	---	Dirk Weiß, IBK TU Dresden	0	0.8	0.22	0.3	-0.0	0.0	0.0	1.0	0.34	-0.06	0.27	99.99	0.0	0.51	0.001	0.23	False	100.0	Perfect
09-Verschattung	Variante 9.3 Sonnenlichtfaktor	NANDRAD	NANDRAD	1.8	---	Dirk Weiß, IBK TU Dresden	0	0.15	1.37	0.0	-0.0	0.0	0.01	0.33	0.0	-0.55	0.61	99.98	0.0	0.69	0.00186	0.14	False	96.0	Perfect
09-Verschattung	Variante 9.4 Sonnenlichtfaktor	NANDRAD	NANDRAD	1.8	---	Dirk Weiß, IBK TU Dresden	0	0.96	0.0	0.0	0.0	0.0	0.0	1.0	0.84	0.0	0.0	100.0	0.0	0.0	0.0	0.06	False	100.0	Perfect
09-Verschattung	Variante 9.5 Sonnenlichtfaktor	NANDRAD	NANDRAD	1.8	---	Dirk Weiß, IBK TU Dresden	0	0.44	0.75	0.0	0.0	0.0	0.01	0.95	0.0	0.3	0.35	99.99	0.0	0.43	0.00205	0.38	False	96.0	Perfect
09-Verschattung	Variante 9.6 Sonnenlichtfaktor	NANDRAD	NANDRAD	1.8	---	Dirk Weiß, IBK TU Dresden	0	0.51	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.45	False	100.0	Perfect
09-Verschattung	Variante 9.1 Sonnenlichtfaktor	TAS	TAS	9.5.0	---	Rainer Strobel, PGMM	0	0.36	0.87	1.49	-0.0	0.0	0.01	0.66	0.18	-0.55	0.67	99.96	0.0	2.64	0.00251	0.16	False	96.0	Perfect
09-Verschattung	Variante 9.2 Sonnenlichtfaktor	TAS	TAS	9.5.0	---	Rainer Strobel, PGMM	0	0.77	0.37	0.15	-0.0	0.0	0.01	1.0	0.34	-0.13	0.43	99.99	0.0	0.75	0.00157	0.25	False	96.0	Perfect
09-Verschattung	Variante 9.3 Sonnenlichtfaktor	TAS	TAS	9.5.0	---	Rainer Strobel, PGMM	0	0.13	4.1	1.25	-0.0	0.0	0.01	0.32	0.0	-2.46	1.67	99.84	0.01	2.05	0.00489	0.13	False	96.0	Perfect
09-Verschattung	Variante 9.4 Sonnenlichtfaktor	TAS	TAS	9.5.0	---	Rainer Strobel, PGMM	0	0.97	0.83	5.71	0.0	0.0	0.02	1.0	0.87	0.5	5.71	97.83	0.01	26.67	0.0041	0.05	False	92.0	Perfect
09-Verschattung	Variante 9.5 Sonnenlichtfaktor	TAS	TAS	9.5.0	---	Rainer Strobel, PGMM	0	0.48	0.56	0.32	0.0	0.0	0.0	0.95	0.0	0.5	0.28	100.0	0.0	0.36	0.00182	0.39	False	100.0	Perfect
09-Verschattung	Variante 9.6 Sonnenlichtfaktor	TAS	TAS	9.5.0	---	Rainer Strobel, PGMM	0	0.47	0.38	0.0	0.0	0.0	0.0	1.0	0.0	0.17	0.18	100.0	0.0	0.18	0.00134	0.45	False	100.0	Perfect
09-Verschattung	Variante 9.1 Sonnenlichtfaktor	TRNSYS	TRNSYS	18	---	Julian Agudelo, Hochschule München	0	0.34	0.93	0.64	0.0	0.0	0.01	0.66	0.19	0.26	0.68	99.95	0.0	2.59	0.0025	0.14	False	96.0	Perfect
09-Verschattung	Variante 9.2 Sonnenlichtfaktor	TRNSYS	TRNSYS	18	---	Julian Agudelo, Hochschule München	0	0.8	0.22	0.3	-0.0	0.0	0.0	1.0	0.34	-0.11	0.27	99.99	0.0	0.51	0.00104	0.23	False	100.0	Perfect
09-Verschattung	Variante 9.3 Sonnenlichtfaktor	TRNSYS	TRNSYS	18	---	Julian Agudelo, Hochschule München	0	0.15	2.03	0.61	-0.0	0.0	0.01	0.33	0.0	-0.14	0.9	99.95	0.0	1.02	0.00285	0.14	False	96.0	Perfect
09-Verschattung	Variante 9.4 Sonnenlichtfaktor	TRNSYS	TRNSYS	18	---	Julian Agudelo, Hochschule München	0	0.95	1.62	2.5	-0.01	0.0	0.04	1.0	0.84	-0.79	9.66	93.65	0.02	18.74	0.00794	0.06	False	84.0	Good
09-Verschattung	Variante 9.5 Sonnenlichtfaktor	TRNSYS	TRNSYS	18	---	Julian Agudelo, Hochschule München	0	0.44	1.35	0.42	0.0	0.0	0.02	0.95	0.0	0.86	0.63	99.97	0.01	0.78	0.00504	0.38	False	92.0	Perfect
09-Verschattung	Variante 9.6 Sonnenlichtfaktor	TRNSYS	TRNSYS	18	---	Julian Agudelo, Hochschule München	0	0.51	0.28	0.0	-0.0	0.0	0.0	1.0	0.0	-0.04	0.14	100.0	0.0	0.14	0.00094	0.45	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.1 Raumlufttemperatur	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.04	0.18	19.34	0.01	0.0	0.62	31.0	10.0	0.06	0.17	100.0	0.04	0.23	0.00215	7.42	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.1 Heizleistung	AixLib	AixLib	0.7.3	W	Amin Nouri, RWTH Aachen	0	271.4	0.79	87.07	0.11	4.61	117.02	500.0	0.0	0.04	0.42	99.99	2.15	0.43	0.08415	220.74	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.1 Kühlleistung	AixLib	AixLib	0.7.3	W	Amin Nouri, RWTH Aachen	0	44.81	1.74	32.95	-0.01	0.61	6.28	300.0	0.0	-0.03	0.26	99.99	0.78	-99	0.04654	98.24	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Raumlufttemperatur	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	22.96	2.62	39.56	0.36	0.35	1.8	35.98	8.78	1.6	2.15	99.31	0.59	8.03	0.02284	7.25	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Rücklauftemperatur	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	26.63	0.47	6.27	0.08	0.02	1.66	35.08	9.91	0.29	0.5	99.98	0.13	0.74	0.00418	10.09	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Dach	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	20.97	2.47	32.58	0.31	0.26	0.93	36.48	8.16	1.52	1.78	99.44	0.51	8.22	0.02326	6.79	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Boden	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	25.55	2.83	51.88	0.42	0.5	4.82	35.34	9.57	1.69	2.72	99.34	0.71	5.25	0.0239	9.07	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Wand.Nord	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	20.97	2.47	32.58	0.31	0.26	0.93	36.48	8.16	1.52	1.78	99.44	0.51	8.22	0.02326	6.79	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Wand.Ost	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	20.97	2.47	32.58	0.31	0.26	0.93	36.48	8.16	1.52	1.78	99.44	0.51	8.22	0.02326	6.79	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Wand.Süd	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	20.97	2.47	32.58	0.31	0.26	0.93	36.48	8.16	1.52	1.78	99.44	0.51	8.22	0.02326	6.79	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Wand.West	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	20.97	2.47	32.58	0.31	0.26	0.93	36.48	8.16	1.52	1.78	99.44	0.51	8.22	0.02326	6.79	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Raumlufttemperatur	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	23.85	2.4	50.45	0.34	0.32	2.05	35.76	9.0	1.43	2.08	99.45	0.56	5.78	0.02086	7.77	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Rücklauftemperatur	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	26.59	0.48	12.34	0.08	0.02	1.49	35.09	9.89	0.3	0.5	99.98	0.13	0.75	0.00427	10.05	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Dach	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	22.68	1.63	36.15	0.22	0.13	1.34	36.04	8.6	0.98	1.32	99.74	0.37	5.05	0.015	7.2	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Boden	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	25.37	3.29	71.15	0.48	0.67	4.6	35.39	9.52	1.93	3.12	99.08	0.82	6.26	0.02793	8.9	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Wand.Nord	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	22.68	1.69	36.97	0.23	0.14	1.34	36.04	8.6	1.01	1.36	99.72	0.38	5.23	0.01548	7.2	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Wand.Ost	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	22.68	1.69	36.99	0.23	0.14	1.35	36.04	8.6	1.01	1.36	99.72	0.38	5.23	0.0155	7.2	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Wand.Süd	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	22.68	1.69	36.97	0.23	0.14	1.34	36.04	8.6	1.01	1.36	99.72	0.38	5.23	0.01548	7.2	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Wand.West	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	22.68	1.69	36.99	0.23	0.14	1.35	36.04	8.6	1.01	1.36	99.72	0.38	5.23	0.0155	7.2	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.4 Raumlufttemperatur	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	20.33	1.42	104.27	-0.15	0.08	1.07	21.03	19.92	-0.74	17.88	-19.46	0.29	73.81	0.0135	0.1	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.4 Rücklauftemperatur	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	22.61	3.99	101.76	-0.35	0.84	5.77	25.98	20.43	-1.53	10.05	76.45	0.92	28.82	0.03663	1.5	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.4 Innentemperatur.Dach	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.1	0.81	29.65	-0.13	0.02	0.39	21.04	17.22	-0.7	4.06	96.49	0.16	11.13	0.00786	0.88	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.4 Innentemperatur.Boden	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	21.94	2.47	96.54	-0.18	0.3	2.54	24.31	20.4	-0.8	9.71	80.72	0.55	25.6	0.02317	1.05	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.4 Innentemperatur.Wand.Nord	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.1	0.81	29.65	-0.13	0.02	0.39	21.04	17.22	-0.7	4.06	96.49	0.16	11.13	0.00786	0.88	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.4 Innentemperatur.Wand.Ost	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.1	0.81	29.65	-0.13	0.02	0.39	21.04	17.22	-0.7	4.06	96.49	0.16	11.13	0.00786	0.88	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.4 Innentemperatur.Wand.Süd	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.1	0.81	29.65	-0.13	0.02	0.39	21.04	17.22	-0.7	4.06	96.49	0.16	11.13	0.00786	0.88	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.4 Innentemperatur.Wand.West	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.1	0.81	29.65	-0.13	0.02	0.39	21.04	17.22	-0.7	4.06	96.49	0.16	11.13	0.00786	0.88	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.5 Raumlufttemperatur	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	20.34	1.29	105.71	-0.12	0.07	1.0	21.07	20.01	-0.56	19.62	-6.74	0.26	69.66	0.01222	0.11	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.5 Rücklauftemperatur	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	21.97	4.15	103.87	-0.24	0.85	5.41	24.52	20.4	-1.07	11.43	63.56	0.92	38.47	0.03797	1.08	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.5 Innentemperatur.Dach	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.63	1.06	50.59	-0.17	0.04	0.49	21.08	18.48	-0.85	8.53	78.75	0.21	31.94	0.01024	0.54	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.5 Innentemperatur.Boden	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	21.26	2.16	99.63	-0.05	0.21	1.82	22.68	20.37	-0.25	12.47	64.94	0.46	36.28	0.02039	0.6	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.5 Innentemperatur.Wand.Nord	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.63	1.03	50.35	-0.16	0.04	0.49	21.08	18.48	-0.83	8.3	79.98	0.2	30.95	0.01	0.54	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.5 Innentemperatur.Wand.Ost	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.63	1.03	50.34	-0.16	0.04	0.49	21.08	18.48	-0.83	8.28	80.04	0.2	30.88	0.00999	0.54	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.5 Innentemperatur.Wand.Süd	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.63	1.03	50.35	-0.16	0.04	0.49	21.08	18.48	-0.83	8.3	79.98	0.2	30.95	0.01	0.54	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.5 Innentemperatur.Wand.West	AixLib	AixLib	0.7.3	C	Amin Nouri, RWTH Aachen	0	19.63	1.03	50.34	-0.16	0.04	0.49	21.08	18.48	-0.83	8.28	80.04	0.2	30.88	0.00999	0.54	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.1 Raumlufttemperatur	ETU	ETU Simulation	4.1	C	Dr. Rainer Rolffs, ETU Hottgenroth	0	19.01	0.99	71.05	-0.02	0.04	16.01	31.0	0.0	-0.08	0.89	99.94	0.19	1.25	0.03185	7.43	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.1 Heizleistung	ETU	ETU Simulation	4.1	W	Dr. Rainer Rolffs, ETU Hottgenroth	0	271.25	3.33	291.3	-0.04	81.84	500.0	500.0	0.0	-0.01	1.79	99.83	9.05	1.81	0.16505	221.0	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.1 Kühlleistung	ETU	ETU Simulation	4.1	W	Dr. Rainer Rolffs, ETU Hottgenroth	0	44.81	5.36	515.58	-0.02	5.78	127.27	300.0	0.0	-0.04	0.8	99.94	2.4	-99	0.07856	98.22	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.1 Raumlufttemperatur	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	19.03	0.19	98.79	0.01	0.0	1.85	31.0	9.99	0.04	0.17	100.0	0.04	0.24	0.00258	7.42	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.1 Heizleistung	IDAICE	IDA ICE	4.8.0.1	W	Caroline Seifert, INNIUS DÖ	0	272.99	2.26	271.18	1.7	37.67	299.0	500.0	0.0	0.63	1.21	99.92	6.14	1.23	0.13059	221.28	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.1 Kühlleistung	IDAICE	IDA ICE	4.8.0.1	W	Caroline Seifert, INNIUS DÖ	0	45.07	3.78	503.32	0.25	2.88	127.27	300.0	0.0	0.56	0.57	99.97	1.7	-99	0.0185	98.58	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Raumlufttemperatur	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	22.73	0.95	10.71	0.13	0.05	2.95	36.04	8.58	0.57	0.78	99.91	0.21	2.92	0.00862	7.15	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Rücklauftemperatur	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	26.55	1.06	15.65	-0.0	0.08	14.6	35.1	9.83	-0.02	1.12	99.92	0.28	1.66	0.01317	10.02	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Dach	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	20.77	0.85	5.91	0.11	0.03	0.41	36.53	7.93	0.53	0.61	99.93	0.17	2.81	0.00795	6.8	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Boden	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	26.55	9.5	185.24	1.42	5.7	6.56	35.1	9.83	5.66	9.15	92.5	2.39	17.62	0.0776	10.02	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Wand.Nord	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	20.77	0.85	5.91	0.11	0.03	0.41	36.53	7.93	0.53	0.61	99.93	0.17	2.81	0.00795	6.8	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Wand.Ost	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	20.77	0.9	6.12	0.12	0.03	0.43	36.53	7.94	0.56	0.65	99.92	0.19	3.0	0.0085	6.8	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Wand.Süd	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	20.77	0.9	6.12	0.12	0.03	0.43	36.53	7.94	0.56	0.65	99.92	0.19	3.0	0.0085	6.8	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.2 Innentemperatur.Wand.West	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	20.77	0.85	5.91	0.11	0.03	0.41	36.53	7.93	0.53	0.61	99.93	0.17	2.81	0.00795	6.8	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Raumlufttemperatur	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	23.59	0.55	13.69	0.07	0.02	2.5	35.83	8.78	0.31	0.47	99.97	0.13	1.32	0.00523	7.61	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Rücklauftemperatur	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	26.51	1.06	15.65	-0.0	0.08	14.59	35.11	9.82	-0.01	1.11	99.92	0.28	1.66	0.01312	9.98	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Dach	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	22.45	0.2	3.35	-0.02	0.0	0.3	36.1	8.35	-0.07	0.16	100.0	0.05	0.63	0.00189	7.12	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Boden	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	22.45	16.91	399.65	-2.44	17.71	11.66	36.1	8.35	-9.8	16.03	75.56	4.21	32.2	0.15749	7.12	False	99.99	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Wand.Nord	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	22.45	0.15	3.36	-0.01	0.0	0.29	36.1	8.35	-0.03	0.12	100.0	0.03	0.46	0.00147	7.12	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Wand.Ost	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	22.45	0.15	3.36	-0.01	0.0	0.29	36.1	8.35	-0.03	0.12	100.0	0.03	0.45	0.00147	7.12	False	100.0	Perfect
10-PassiveKuehlung	Variante 10.3 Innentemperatur.Wand.Süd	IDAICE	IDA ICE	4.8.0.1	C	Caroline Seifert, INNIUS DÖ	0	22.45	0.16	3.32	-0.01	0.0	0.29	36.1	8.35	-0.04	0.13	100.0	0.04	0.49	0.00155	7.12	False	100.0	Perfect
